DateID,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199011,60.96,84.48,98.21,1390.76,1947.71,2388.73
199012,58.80,87.45,98.38,1372.87,2015.56,2383.39
199101,61.64,85.03,94.41,1507.17,1920.87,2399.48
199102,60.06,87.58,100.18,1561.73,2072.93,2425.28
199103,70.56,94.45,105.21,1581.99,2390.63,2472.93
199104,63.99,89.36,103.53,1513.57,1979.18,2533.75
199105,64.92,84.49,98.38,1506.49,1882.62,2685.95
199106,64.65,87.35,90.85,1420.08,2041.80,2597.14
199107,62.71,83.65,83.25,1147.50,1816.10,2689.66
199108,65.87,81.81,81.47,1210.25,1949.64,2798.62
199109,64.25,82.79,92.30,1229.70,2033.01,2745.36
199110,64.08,99.55,98.33,1132.90,2394.84,2513.92
199111,63.02,83.87,89.54,1189.15,2322.33,2273.04
199112,61.85,85.96,86.94,1283.54,2265.49,2224.99
199201,68.05,92.97,85.34,1294.36,2480.29,2513.59
199202,67.71,87.96,86.58,1370.37,2416.51,2628.88
199203,66.87,90.99,86.22,1272.67,2290.53,2829.51
199204,61.09,93.28,86.98,1157.81,2125.00,3027.93
199205,65.67,93.11,93.95,1525.79,2331.26,2814.10
199206,69.01,97.58,99.24,1448.46,2856.93,2667.67
199207,69.69,97.57,94.70,1264.28,2924.20,2660.20
199208,68.35,87.83,87.76,1399.04,2737.74,2413.96
199209,66.37,83.60,88.92,1323.25,2691.22,2640.38
199210,62.48,81.10,86.15,1301.09,2534.29,2775.69
199211,54.87,78.00,79.96,1185.98,2388.17,2559.90
199212,55.32,77.60,81.71,1152.69,2408.22,2635.44
199301,57.17,79.54,81.16,1255.56,2423.92,2664.88
199302,59.21,80.24,79.51,1388.28,2222.96,2792.45
199303,60.04,80.03,81.70,1646.17,2256.71,2650.33
199304,64.37,88.21,82.31,1572.20,2366.66,2930.73
199305,64.14,89.32,87.47,1684.45,2363.40,2910.98
199306,65.11,88.62,87.79,1666.23,2794.74,2363.06
199307,62.11,88.12,84.72,1781.62,2347.65,2533.66
199308,62.33,88.92,84.65,1706.25,2532.21,2387.19
199309,69.03,94.64,93.55,1975.02,2707.62,2554.97
199310,64.97,98.00,90.25,2190.57,2926.42,1892.27
199311,69.24,98.59,84.08,2382.12,2979.98,1959.70
199312,65.38,94.52,86.12,2498.97,2636.49,2123.86
199401,74.02,95.39,87.12,2623.03,3115.14,2093.95
199402,77.24,105.18,95.97,2172.38,3411.43,2502.39
199403,72.64,99.46,89.15,2576.02,2944.24,2061.46
199404,72.67,96.86,81.46,2935.23,2434.03,1886.74
199405,79.26,94.24,83.17,2889.20,2679.42,1973.82
199406,71.97,95.29,81.24,2618.34,2705.06,1906.89
199407,72.81,91.64,80.00,2759.67,2651.11,1647.30
199408,77.38,91.74,83.45,3102.71,2677.86,1751.36
199409,82.62,93.54,83.32,3089.43,2788.85,1892.38
199410,78.32,92.07,81.70,2481.14,2809.94,2099.50
199411,84.22,92.84,82.64,3058.07,2897.48,1856.13
199412,77.94,91.12,79.29,2717.71,2733.33,2035.77
199501,78.96,89.62,80.72,2614.53,2835.35,1982.57
199502,74.39,90.45,83.03,2236.32,2838.22,2275.13
199503,76.86,92.46,85.85,1818.61,3025.52,2790.73
199504,80.10,95.83,89.43,1752.57,2897.37,3603.80
199505,80.61,100.34,91.48,1929.27,2907.21,3888.42
199506,83.49,97.39,97.17,1873.04,3226.78,3598.95
199507,82.59,103.75,100.65,1856.17,3448.58,3447.29
199508,85.67,105.20,105.94,2273.91,3432.46,3562.15
199509,83.62,103.45,98.90,2065.74,3372.64,3401.91
199510,82.75,108.01,107.12,1920.08,3283.56,4007.60
199511,81.07,104.09,106.44,2111.35,3447.57,3640.49
199512,81.00,99.96,102.33,2012.62,3321.07,3998.34
199601,84.30,100.27,108.38,1951.41,3675.34,4191.73
199602,85.68,102.68,111.96,2085.99,3598.46,4354.91
199603,86.81,108.80,117.32,1960.54,3823.70,4181.03
199604,84.87,115.37,117.45,2320.65,3950.78,3742.39
199605,88.01,112.08,116.38,2574.76,3921.03,3823.88
199606,89.34,112.80,121.03,2736.17,3803.38,3856.32
199607,87.92,113.52,115.60,2803.15,4134.40,3301.61
199608,89.61,107.70,113.26,2716.32,3710.62,3850.84
199609,92.44,111.99,110.45,2772.64,3996.20,3931.84
199610,89.17,117.01,112.07,2994.57,4091.34,3976.48
199611,90.69,114.38,117.96,3202.26,3890.28,4185.00
199612,88.63,120.71,128.85,3601.47,4477.80,4041.18
199701,91.87,125.13,132.11,3339.09,4816.63,4263.64
199702,93.50,125.63,124.92,3309.08,4471.44,4503.90
199703,92.24,121.13,134.88,3288.64,4319.46,4658.72
199704,98.38,121.79,131.57,3418.15,4418.39,4844.90
199705,97.13,121.64,129.54,2675.41,4442.40,5794.29
199706,99.79,128.07,137.27,2659.95,4555.71,6385.73
199707,103.71,131.56,141.24,2773.31,5306.33,6281.27
199708,100.74,140.59,160.09,2405.78,5274.02,8023.10
199709,97.41,142.22,151.15,2208.33,4463.31,7766.00
199710,102.68,151.16,161.17,3391.44,5870.90,6489.11
199711,100.50,143.32,157.62,2809.88,5109.25,6715.34
199712,98.31,138.40,156.03,3456.80,5523.43,6217.60
199801,99.94,148.91,156.93,3145.46,5759.80,7606.65
199802,107.55,148.75,165.48,3029.97,6123.83,7761.88
199803,113.25,166.70,179.21,3603.40,6574.55,8840.84
199804,119.05,186.55,195.46,3517.81,7640.14,8862.08
199805,119.28,189.96,217.49,3590.47,8543.98,7842.86
199806,127.33,189.15,206.18,5240.26,8279.10,6626.09
199807,124.46,194.05,193.18,6780.50,7884.37,6678.12
199808,126.20,186.40,190.71,6396.58,8110.15,7752.58
199809,115.98,169.60,166.57,4772.97,7554.10,7370.36
199810,117.86,143.85,151.20,5618.33,6863.86,6374.68
199811,134.18,141.90,158.46,5887.37,6857.47,8605.70
199812,126.29,166.78,188.86,5466.96,8424.26,8912.92
199901,131.30,170.65,200.98,5634.77,9609.41,9400.50
199902,133.48,167.89,196.07,5866.91,9243.92,9908.10
199903,134.85,158.53,178.83,6195.55,8604.62,9717.89
199904,136.08,162.05,174.19,5910.99,9036.80,10028.03
199905,138.21,170.19,178.04,4745.09,9212.22,11465.55
199906,134.53,154.48,183.53,3942.92,7562.26,12147.20
199907,128.32,168.46,195.19,5890.95,8023.12,10581.56
199908,128.40,165.20,203.39,6082.88,7592.93,11157.68
199909,120.36,180.79,225.53,6655.05,8275.67,9068.86
199910,119.32,185.70,236.80,6188.06,8964.16,8535.32
199911,119.52,176.61,217.87,7086.75,9923.31,8354.22
199912,128.95,177.25,217.22,6609.46,10214.13,10167.63
200001,142.24,190.95,237.76,8470.83,9881.48,14179.60
200002,128.40,175.06,245.08,7463.08,8075.58,13171.10
200003,142.51,177.56,235.15,8026.75,9363.43,13193.66
200004,147.47,178.17,221.78,8232.67,9833.88,14298.16
200005,154.71,157.37,208.48,6502.32,11096.46,13372.38
200006,148.46,171.17,215.01,6437.20,11329.11,12323.79
200007,146.79,178.37,210.92,5978.00,12053.78,12332.12
200008,144.72,180.04,215.43,5588.63,12280.41,12591.24
200009,146.73,171.22,222.69,5642.91,12529.19,11564.51
200010,134.14,167.32,226.27,6477.96,11619.43,9778.30
200011,124.03,168.19,216.78,7558.05,12289.14,9201.72
200012,121.13,170.37,215.13,6851.17,13418.69,7561.68
200101,130.00,180.11,219.53,10112.09,11463.21,8692.61
200102,130.76,196.29,238.88,9839.82,9654.01,11207.09
200103,123.58,172.66,236.54,9463.48,9053.43,8958.21
200104,111.33,161.00,206.96,9598.96,8527.91,7284.92
200105,115.31,169.54,212.26,11569.39,8609.50,8414.94
200106,107.79,163.58,207.66,9843.26,9306.96,6769.25
200107,98.88,153.97,210.74,9960.77,9131.04,6582.57
200108,100.24,155.41,194.39,10066.25,9098.11,6903.14
200109,100.21,164.44,185.35,8976.29,9413.68,6554.60
200110,83.99,148.58,165.63,8455.12,9245.31,5583.67
200111,91.30,145.27,156.84,8579.41,10079.46,4994.47
200112,97.47,145.38,161.77,8651.01,9741.10,6146.69
200201,104.73,143.34,161.29,9331.75,10929.51,5602.24
200202,96.01,150.34,158.21,8401.79,9614.49,6909.36
200203,95.89,153.68,157.29,7535.89,9901.65,7817.68
200204,97.25,167.32,173.07,8787.94,11148.00,6773.50
200205,95.48,166.41,179.83,8556.00,11198.22,5785.23
200206,91.15,159.83,192.87,9613.42,9291.81,6854.72
200207,85.22,162.02,177.33,9496.03,10360.78,4774.92
200208,73.75,144.52,161.24,7886.91,8730.39,5079.69
200209,75.70,147.48,145.02,8317.30,8658.29,4663.61
200210,65.24,119.47,141.74,8362.38,6959.83,3549.37
200211,69.21,128.65,145.49,8588.95,8770.60,4050.73
200212,78.65,137.32,149.89,8337.35,9923.52,4291.03
200301,80.43,134.12,144.96,8377.03,9441.28,3583.06
200302,76.73,135.16,136.60,7403.82,9224.87,3611.16
200303,77.78,128.83,124.77,7536.41,8967.01,3398.18
200304,79.80,123.87,121.28,6192.23,9675.24,3656.88
200305,91.36,140.40,134.19,6238.64,10727.06,5066.71
200306,95.23,156.60,143.76,7174.77,10210.62,6623.82
200307,97.39,158.52,145.16,8717.69,8807.85,6497.79
200308,96.74,161.25,154.52,8583.64,8930.39,7148.92
200309,96.12,171.73,146.29,9880.51,7962.16,6095.39
200310,96.84,184.25,146.65,10207.27,7795.23,6267.22
200311,92.55,188.18,157.30,13574.17,7900.22,4483.80
200312,100.44,190.29,172.32,14245.06,8164.53,4766.40
200401,115.75,212.34,176.34,13224.72,10080.48,5922.65
200402,116.67,228.89,186.94,11704.98,10820.43,6847.70
200403,120.04,228.33,190.05,12822.44,10993.53,6405.94
200404,120.24,221.49,181.64,12946.87,9701.24,6563.41
200405,111.48,209.92,180.44,12645.67,10659.74,4664.57
200406,114.98,208.07,183.62,12288.69,11076.05,4711.91
200407,118.67,227.00,187.07,12131.02,11825.54,4964.15
200408,108.17,222.07,187.72,12317.59,10636.28,5084.71
200409,114.25,214.81,195.82,11635.84,11361.99,5543.87
200410,122.99,226.12,209.66,10017.78,12367.64,7065.26
200411,121.59,227.24,218.46,10806.53,11717.99,8363.88
200412,134.18,243.64,230.64,12411.56,11360.36,8823.30
200501,131.63,253.64,246.59,14903.31,11839.99,6048.35
200502,131.80,264.67,253.96,12936.30,12285.55,6167.29
200503,130.96,277.54,273.45,13684.49,13374.54,5517.28
200504,130.59,270.86,249.86,12299.75,13026.96,6043.04
200505,137.00,259.59,230.97,12507.89,12736.32,5157.67
200506,135.47,252.84,227.85,11711.57,13650.84,5145.84
200507,139.36,260.29,234.17,10964.09,13178.98,6042.79
200508,144.56,264.67,240.59,12966.74,12640.22,5791.50
200509,144.95,265.08,249.78,11848.88,14398.48,4984.92
200510,143.33,259.89,255.57,12676.69,13900.53,5454.60
200511,134.92,248.82,250.71,11674.95,13781.73,5780.56
200512,142.66,257.12,237.40,10084.54,14036.36,7513.26
200601,151.56,254.29,245.81,10889.98,14275.17,8260.73
200602,160.06,303.48,265.29,10380.55,15385.45,9981.76
200603,156.03,299.72,280.43,11168.52,15538.57,8062.66
200604,154.98,310.90,297.67,13664.59,14352.00,8122.62
200605,159.93,322.00,316.57,14888.75,14120.99,8588.74
200606,160.87,283.09,291.01,13950.43,15049.23,6778.33
200607,159.45,302.69,273.25,16044.28,13101.50,7805.95
200608,161.30,309.73,275.73,15644.52,14773.11,7451.52
200609,174.65,316.31,281.87,13449.34,16201.92,9272.66
200610,177.97,330.05,277.16,15327.46,14219.09,10224.12
200611,184.80,334.45,301.48,17722.04,14187.06,8849.43
200612,184.60,348.21,328.38,17612.48,15316.36,8812.29
200701,189.44,340.08,347.30,19681.22,14527.76,9300.75
200702,191.50,346.01,356.35,17693.75,16117.40,9275.69
200703,187.55,357.79,340.15,17674.24,15277.50,9963.60
200704,192.19,376.41,339.93,17480.56,16210.19,10354.20
200705,202.87,380.16,380.62,17887.07,16361.08,12388.50
200706,203.67,398.88,390.54,18832.43,17225.23,11177.39
200707,200.71,381.41,383.93,18422.14,16776.01,11304.51
200708,193.64,361.93,362.21,18123.28,15053.13,12497.79
200709,192.36,319.42,350.40,17965.65,14993.04,12668.64
200710,202.25,340.57,355.79,16184.12,17416.97,15729.75
200711,220.72,336.32,344.57,15767.21,18002.63,18470.15
200712,211.09,331.33,333.01,14244.50,18226.32,19251.06
200801,224.71,297.52,311.41,12078.85,17076.91,21730.79
200802,200.47,266.89,285.22,10918.10,13803.82,22495.35
200803,220.00,267.99,266.60,9993.87,15768.28,20858.94
200804,216.89,274.95,266.06,10824.38,16710.94,19486.98
200805,221.23,285.19,274.41,11173.99,18888.18,18521.01
200806,223.09,290.50,270.67,10293.48,18120.31,20503.30
200807,194.57,270.15,265.81,9698.17,17403.49,16704.06
200808,184.29,263.87,252.22,9581.25,17412.64,16867.29
200809,177.17,245.55,246.51,8477.20,17261.58,15297.94
200810,147.14,219.00,213.45,8179.73,15296.53,11863.02
200811,122.05,173.29,143.51,6593.12,11466.08,12474.93
200812,113.35,159.30,134.55,6578.31,8907.46,14272.53
200901,126.90,171.32,140.43,7641.71,10303.37,14302.27
200902,105.74,154.24,149.76,5444.30,8752.64,13758.23
200903,94.38,144.19,125.35,4548.19,8563.76,11508.98
200904,102.81,144.09,132.19,6037.38,8034.97,12653.26
200905,121.83,165.47,144.59,8332.31,10393.32,10332.49
200906,134.77,184.34,173.18,7202.34,13715.96,10127.20
200907,130.90,180.80,179.93,7562.94,13248.68,9199.07
200908,141.26,198.86,201.87,10554.29,13686.97,10293.36
200909,149.81,223.42,211.01,10305.68,14071.47,11485.69
200910,135.72,257.22,256.09,12404.55,14863.63,9995.33
200911,126.19,250.50,269.53,18897.96,10146.63,8814.42
200912,123.48,240.45,282.42,17029.51,12391.37,10079.66
201001,137.67,243.61,254.26,16427.23,13940.66,10387.75
201002,135.45,235.54,262.88,14103.31,13102.68,9548.34
201003,124.36,240.25,273.77,12364.31,14724.52,8977.23
201004,139.22,247.68,280.35,13761.58,14475.22,10526.88
201005,130.82,258.76,278.92,10905.17,16527.41,8310.66
201006,111.50,234.37,235.81,10247.88,14974.10,6129.72
201007,119.24,224.01,225.51,10538.94,12882.68,7937.95
201008,135.32,232.47,236.50,12842.29,14372.06,7993.18
201009,129.74,238.43,225.43,13444.47,12629.50,8751.67
201010,150.75,243.54,242.52,13371.78,13686.56,11578.15
201011,159.87,278.75,271.27,15139.85,15621.31,9595.65
201012,144.93,254.59,265.27,14536.79,14095.04,8561.52
201101,150.71,256.70,279.72,15341.00,15012.52,9796.24
201102,151.49,281.50,323.21,16458.90,14839.26,10956.03
201103,160.64,287.41,312.83,16632.78,15476.46,11557.84
201104,162.81,293.69,290.96,14048.24,16273.15,11859.02
201105,179.64,324.19,316.03,15956.30,16686.52,13403.14
201106,163.21,356.20,302.92,16217.85,17247.56,10684.08
201107,161.77,329.51,309.15,13442.25,18773.54,10858.18
201108,157.82,322.12,280.36,14353.31,16452.32,11376.84
201109,145.55,268.50,250.23,12489.55,14650.22,10904.31
201110,142.56,214.06,204.64,10416.47,12316.62,11609.39
201111,167.54,240.34,212.66,12151.21,12764.55,15011.30
201112,149.03,251.49,209.69,10105.92,13952.95,14239.06
201201,166.26,234.85,173.55,8623.87,13178.01,16323.98
201202,166.75,246.91,201.98,10727.87,12435.66,16514.96
201203,176.85,269.85,219.10,12091.69,13118.56,17107.82
201204,168.42,271.12,228.66,10820.43,13908.85,17295.71
201205,164.68,259.56,228.58,10155.78,14180.11,15618.67
201206,145.28,222.96,208.93,8514.39,12441.32,14122.93
201207,153.17,223.67,221.00,10519.12,12787.43,14796.50
201208,155.10,240.85,234.93,10264.05,13776.17,14563.60
201209,155.15,274.43,273.04,10020.67,16306.55,13117.81
201210,158.85,316.05,306.17,9431.97,18780.30,11314.36
201211,163.52,304.39,283.31,11591.39,18478.42,10638.73
201212,155.55,330.60,285.40,14901.59,16157.02,12412.48
201301,160.29,335.92,331.59,15017.52,15834.86,14409.68
201302,175.84,357.76,347.70,15797.47,17414.78,14569.56
201303,172.11,341.13,335.18,14812.44,16235.94,15184.21
201304,160.62,349.38,356.37,15709.25,16076.91,14726.90
201305,169.74,388.45,354.24,14323.39,18274.30,15594.74
201306,173.10,396.15,376.06,15687.18,17621.27,14550.28
201307,149.27,380.05,353.31,15987.66,16019.57,12955.41
201308,167.88,353.46,364.17,18160.87,18617.94,11831.33
201309,173.37,356.40,379.47,18729.30,16963.58,11811.14
201310,176.93,391.85,375.18,19818.47,19316.84,10722.32
201311,186.40,396.56,395.39,17866.04,21733.54,12175.04
201312,187.00,381.62,391.58,19624.92,21124.85,11580.62
201401,195.14,394.00,390.71,19695.24,20854.72,13231.10
201402,195.29,373.25,400.80,19184.79,19413.24,12408.39
201403,214.86,386.46,384.09,20320.93,19746.92,14403.72
201404,199.72,392.03,380.74,20742.95,19235.69,13358.20
201405,201.07,400.25,362.27,22472.98,19428.40,12422.50
201406,207.56,419.48,346.32,19486.11,20749.39,14202.71
201407,213.58,415.50,356.21,19243.60,19861.44,14883.33
201408,207.89,395.96,309.94,16436.38,20055.45,14556.02
201409,215.22,386.74,308.62,15650.53,20171.57,15748.78
201410,203.53,362.25,316.16,14109.80,20532.83,15828.75
201411,202.09,357.64,288.36,12962.62,19673.52,16544.12
201412,215.31,323.64,322.65,14750.77,19196.33,17195.10
201501,207.82,319.27,305.16,12739.69,18878.24,16705.33
201502,196.41,347.26,345.45,13238.08,19212.16,16219.90
201503,208.67,395.29,345.06,14831.42,17619.95,20333.80
201504,201.03,399.22,391.76,13922.33,19768.25,16926.43
201505,203.09,422.13,427.43,15463.57,19704.05,17022.01
201506,204.12,399.91,400.66,14344.79,21431.47,14760.99
201507,196.24,426.93,390.04,15880.79,19295.00,13200.85
201508,191.99,420.35,408.68,17354.52,19821.14,12530.19
201509,185.70,410.02,399.36,16034.13,17401.34,12429.71
201510,167.55,354.26,377.10,18137.01,16709.87,8846.56
201511,180.33,337.99,391.91,18971.19,18417.06,9821.35
201512,172.42,355.36,378.59,17900.56,18577.49,9687.43
201601,178.27,385.54,348.39,15558.54,18681.11,9880.78
201602,172.95,304.76,308.74,17178.99,16829.56,8259.55
201603,192.55,279.03,272.36,15128.20,16563.92,9090.73
201604,202.67,289.84,299.35,16154.79,17364.65,9358.67
201605,193.04,313.31,303.81,17712.72,16602.46,9322.08
201606,213.16,303.76,283.71,16217.23,17869.58,8563.36
201607,195.51,293.65,283.07,16044.80,16321.26,9416.20
201608,226.01,300.07,284.04,15853.15,16748.45,10904.10
201609,220.02,296.10,296.52,14940.98,17228.29,10946.15
201610,214.74,308.03,310.95,14800.11,18153.44,9472.81
201611,208.37,292.91,293.35,14920.31,17269.48,8559.46
201612,214.30,281.40,272.80,13570.09,16953.48,8817.03
201701,217.47,304.30,281.61,13959.66,15339.77,13134.17
201702,199.89,327.15,325.20,13640.88,14753.89,15332.17
201703,208.85,336.12,310.72,14977.67,13960.45,14901.18
201704,220.04,358.43,319.77,12858.03,16862.03,15540.88
201705,219.54,393.80,344.52,11881.76,19417.51,14984.89
201706,222.55,430.50,346.98,15262.96,18080.53,14894.03
201707,201.03,434.58,369.56,17792.80,15880.30,14019.38
201708,220.50,434.24,352.48,18678.52,16294.63,15137.19
201709,228.53,419.30,364.01,18335.25,16480.63,15239.59
201710,254.89,409.33,370.21,19100.49,17447.49,14816.43
201711,233.21,416.40,396.74,17828.41,19726.99,13515.93
201712,243.67,428.57,385.51,18667.02,18908.26,13116.17
201801,249.62,392.72,387.12,19556.86,19388.82,12170.91
201802,246.15,450.46,442.20,19637.96,20920.88,12914.61
201803,251.37,407.92,388.98,20097.26,18155.21,12765.91
201804,245.63,418.13,358.67,21398.26,17097.72,12632.37
201805,278.10,382.31,350.78,19059.66,19300.31,13201.87
201806,263.96,356.84,359.58,18222.30,15841.59,16317.31
201807,252.75,358.49,362.43,18439.58,15433.32,15972.61
201808,256.77,406.89,340.37,18312.27,16360.59,16807.23
201809,234.85,430.47,348.57,14897.09,18135.63,16039.59
201810,255.51,380.26,331.50,16555.20,18415.70,15014.85
201811,241.67,323.35,311.81,13404.04,17201.15,15364.69
201812,238.66,328.06,299.45,13356.96,16781.81,16112.39
201901,237.69,307.63,272.47,11246.30,15397.26,17391.54
201902,242.85,345.60,284.95,12793.92,14154.59,20552.28
201903,257.82,334.04,324.90,13391.17,15319.76,20348.46
201904,247.21,347.23,338.51,12727.79,16929.73,19811.03
201905,257.59,367.02,324.99,13103.95,16576.73,21544.01
201906,236.28,353.54,326.60,10146.67,16943.43,20224.65
201907,246.11,351.91,339.29,12436.43,17008.38,21948.25
201908,247.07,341.79,325.78,11904.37,16224.47,22328.49
201909,240.66,332.61,321.33,10304.31,16672.16,22201.48
201910,241.49,344.86,332.45,13340.76,15409.96,22558.55
201911,236.83,402.97,353.83,13640.38,16953.88,21967.34
201912,231.87,441.01,370.37,14472.84,19797.41,17982.18
202001,236.70,473.69,414.37,14340.52,23001.91,15218.36
202002,222.43,451.66,407.43,13812.80,22110.28,15131.27
202003,218.21,367.90,350.13,13120.32,18269.04,16304.57
202004,185.91,282.17,297.90,12275.15,17366.21,12882.05
202005,226.81,282.04,277.53,11062.13,13434.10,20650.72
202006,228.65,315.25,301.79,12518.11,14302.51,20504.30
202007,234.67,320.09,314.81,14121.96,17506.67,16865.25
202008,239.55,320.70,343.52,13495.12,16409.14,19824.00
202009,253.05,323.80,365.67,15077.16,17254.05,19114.70
202010,253.12,307.71,344.01,13775.41,19512.18,16455.36
202011,246.39,293.05,317.30,13260.76,18587.41,14717.76
202012,307.68,328.24,341.13,17160.16,19657.06,17465.02
202101,308.42,374.64,355.48,16259.22,20322.03,18979.53
202102,282.40,374.23,373.82,15947.56,19370.55,18994.81
202103,290.56,375.00,379.96,17842.31,19006.94,17950.84
202104,271.72,414.37,388.66,23754.47,18201.11,15472.16
202105,288.82,457.19,409.51,22408.64,18813.90,18624.77
202106,284.92,475.45,426.79,23085.33,20219.63,19284.23
202107,257.21,459.44,426.01,24516.71,19205.42,18216.66
202108,279.85,461.21,448.66,22240.60,21168.96,18814.88
202109,281.18,492.62,456.48,21858.51,21686.25,18990.17
202110,245.60,455.69,465.04,20813.78,21183.64,16912.32
202111,255.92,453.14,481.86,21012.28,21810.91,19610.52
202112,268.74,435.44,418.78,17999.69,22175.93,19374.81
202201,287.70,448.66,444.86,17120.00,21983.74,24772.58
202202,259.38,464.54,450.93,15371.75,21032.88,24572.37
202203,271.69,465.41,390.70,12266.11,19203.49,27114.20
202204,259.52,411.43,418.41,12401.09,20461.10,24600.39
202205,253.74,350.81,398.13,12232.45,18982.49,23426.12
202206,256.34,366.90,369.64,12686.93,18761.67,23758.11
202207,221.37,327.68,352.53,11085.31,19140.75,19036.53
202208,261.20,319.35,325.40,11548.31,19576.64,21092.73
202209,230.65,298.79,341.51,10508.02,15678.97,23303.96
202210,208.39,262.32,309.97,9514.50,13896.85,23032.66
202211,239.34,286.17,294.30,8785.27,17398.93,23080.40
202212,254.63,322.10,367.75,11862.74,20654.43,23136.97
202301,239.76,327.48,370.85,9159.19,21190.09,24519.31
202302,245.87,364.99,420.37,10238.98,25138.77,23340.24
202303,253.33,367.47,428.28,12184.82,21493.12,25480.44
202304,238.03,399.24,479.94,12679.47,22482.09,27555.69
202305,249.28,421.04,502.93,15085.41,20479.83,30031.85
202306,240.22,399.06,450.29,13050.35,22447.06,25140.09
202307,231.28,448.27,529.90,14676.30,24051.11,24949.76
202308,247.24,419.54,511.98,15797.55,22388.73,27547.97
202309,233.37,469.95,502.79,14741.27,21995.74,25607.13
202310,208.88,493.21,453.54,15232.28,23197.47,21035.35
202311,209.27,422.43,422.36,14046.53,24762.03,19259.65
202312,244.29,404.18,416.13,15999.85,22998.31,25331.70
202401,256.69,471.96,465.27,19401.59,23099.00,24159.82
202402,238.73,452.02,500.17,19192.09,23150.41,25055.94
202403,244.34,477.17,492.96,13926.70,27060.46,27833.37
202404,245.14,468.61,535.51,20092.46,23842.32,29482.76
202405,235.34,496.72,514.43,21721.12,22691.77,25404.59
202406,239.59,538.49,530.03,20813.39,24610.66,26600.28
202407,222.27,531.28,525.47,20650.44,23913.84,25738.31
202408,235.28,469.83,530.05,19942.21,24926.98,26075.91
202409,231.41,577.37,560.06,20681.02,27502.67,26394.66
202410,226.35,599.43,572.32,23348.29,27120.75,26257.21
202411,223.67,568.41,528.62,22363.79,28958.37,22215.19
202412,239.40,474.95,481.84,21944.60,26682.99,25482.35
202501,257.48,429.10,456.80,21781.29,22981.89,27460.69
202502,264.91,463.81,483.14,24435.22,24801.66,30081.04
202503,282.21,502.70,484.98,25782.01,27078.48,29416.90
202504,282.49,491.41,448.43,24339.68,27790.84,28612.80
202505,310.51,453.84,472.11,23062.41,27703.04,33131.22
202506,320.96,470.12,502.14,27491.36,26122.61,31252.27
202507,308.67,550.95,520.27,30055.46,25554.23,31421.28
202508,304.73,529.60,462.52,29128.97,25196.46,30145.83
